CAS RN,Chemical name,Australian Inventory of Industrial Chemicals (Inventory) listing,Safe Work Australia HCIS,ECHA Annex VI CLP,International Agency for Research on Cancer,United States National Toxicology Program Report on Carcinogens,European Commission Endocrine Disruptor Strategy,United Nations Environment Programme EDC,Government of Canada Toxic Substances List,ECHA Annex XIV,EU Substances of Very High Concern,Chemical Substance Control Law Japan,European Commission Endocrine Disruptor List,Date entry was added to the list
84418-51-9,"Benzenesulfonic acid, mono-C10-14-alkyl derivatives, compounds with 4,4'-carbonimidoylbis[N,N-dimethylbenzenamine]",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
84434-40-2,"1,3-Benzenediamine, 2-methyl-4-[(2-methylphenyl)azo]-, monohydrochloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
84434-44-6,"1,3-Benzenediamine, 4-methyl-6-[(2-methylphenyl)azo]-, monoacetate",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
84434-45-7,"1,3-Benzenediamine, 2-methyl-4-[(2-methylphenyl)azo]-",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
84560-08-7,"1,3-Benzenediamine, 4,4'-[[2(or 4)-methyl-1,3-phenylene]azo]bis[2(or 6)-methyl-, diacetate",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
84563-49-5,"1,4-bis[2-(vinyloxy)ethoxy]benzene",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84604-51-3,"Propanoic acid, 2-methyl-, 2-methoxy-4-(1-propenyl)phenyl ester, (E)-",Listed - Public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,24-September-2024
84650-02-2,"Distillates (coal tar), benzole fraction;  Light Oil;  [A complex combination of hydrocarbons obtained by the distillation of coal tar. It consists of hydrocarbons having carbon numbers primarily in the range of C4 to C10 and distilling in the approximate range of 80 °C to 160 °C (175 °F to 320 °F).]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
84650-03-3,"Distillates (coal tar), light oils; Carbolic Oil; [Acomplex combination of hydrocarbons obtained by distillation of coal tar. It consists of aromatic and other hydrocarbons, phenolic compounds and aromatic nitrogen compounds and distills at the approximate range of 150C to 210C (302F to 410F).]",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 2 H361fd,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84650-04-4,"Distillates (coal tar), naphthalene oils; Naphthalene Oil; [Acomplex combination of hydrocarbons obtained by the distillation of coal tar.  It consists primarily of aromatic and other hydrocarbons, phenolic compounds and aromatic nitrogen compounds and distills in the approximate range of 200C to 250C (392F to 482F).]",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 2 H361fd,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84696-25-3,"Margosa, ext. [from the kernels of Azadirachta indica extracted with water and further processed with organic solvents]",-,-,Repr. 2 H361d; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
84753-01-5,"1H-Pyrazole-3-carboxamide, 4,5-dihydro-5-oxo-1-phenyl-4-[[4-(phenylazo)phenyl]azo]-",Listed - Public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,24-September-2024
84776-06-7,Chloroalkanes(C=10-32),-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
84776-07-8,"Alkanes, C16-27, chloro-",Listed - Public,Reproductive toxicity (lactation) H362,-,-,-,-,-,-,-,-,-,-,24-September-2024
84776-36-3,"Fatty acids, C8-18 and C18-unsaturated, lead salts",Listed - public,Carcinogenicity 2 H351; Mutagenicity 2 H341; Reproductive toxicity 1A H360Df,-,-,-,-,-,-,-,-,-,-,01-July-2020
84776-45-4,"fatty acids, C8-18 and C18-unsaturated, nickel salts",-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84777-06-0,"1,2-benzenedicarboxylic acid, dipentylester, branched and linear",-,Reproductive toxicity 1B H360FD; Aquatic (acute) 1 H400,Repr. 1B H360FD; Aquatic Acute 1 H400,-,-,-,-,-,Toxic for reproduction (Article 57c),Toxic for reproduction (Article 57c),-,-,01-July-2020
84852-14-2,"Phenol, 2,4-dinonyl-, branched",Listed - Public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,24-September-2024
84852-15-3,"4-Nonylphenol, branched",Listed - public,Reproductive toxicity 2 H361fd; Aquatic (chronic) 1 H410,Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,Identified EDC,-,-,Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
84852-34-6,"Isodecanoic acid, lead(2+) salt",Listed - public,Carcinogenicity 2 H351; Mutagenicity 2 H341; Reproductive toxicity 1A H360Df,-,-,-,-,-,-,-,-,-,-,01-July-2020
84852-35-7,(isooctanoato-O)(neodecanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84852-36-8,(isodecanoato-O)(isononanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84852-37-9,nickel bis(isononanoate),-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84852-39-1,(2-ethylhexanoato-O)(isodecanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
84878-36-4,"Isooctadecanoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
84896-44-6,"Diisotridecyl 3,3'-[(dibutylstannylene)bis(thio)]dipropionate; Propanoic acid, 3,3'-[(dibutylstannylene)bis(thio)]bis-, diisotridecyl ester",Listed - Public,Reproductive toxicity 2 H361fd; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
84962-08-3,"Phenol, dinonyl -, branched",Listed - Public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,24-September-2024
84988-93-2,"Phenols, ammonia liquor ext.;  Alkaline Extract;  [The combination of phenols extracted, using isobutyl acetate, from the ammonia liquor condensed from the gas evolved in low-temperature (less than 700°C (1292°F)) destructive distillation of coal.  It consists predominantly of a reaction mass of monohydric and dihydric phenols.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-03-7,"Tar acids, ethylphenol fraction;  Distillate Phenols;  [The fraction of tar acids, rich in 3- and 4-ethylphenol, recovered by distillation of low-temperature coal tar crude tar acids.]",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-04-8,"Tar acids, methylphenol fraction;  Distillate Phenols;  [The fraction of tar acid rich in 3- and 4-methylphenol, recovered by distillation of low-temperature coal tar crude tar acids.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-05-9,"Tar acids, polyalkylphenol fraction;  Distillate Phenols;  [The fraction of tar acids, recovered by distillation of low-temperature coal tar crude tar acids, having an approximate boiling range of 225°C to 320°C (437°F to 608°F).  Composed primarily of polyalkylphenols.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-06-0,"Tar acids, xylenol fraction;  Distillate Phenols;  [The fraction of tar acids, rich in 2,4- and 2,5-dimethylphenol, recovered by distillation of low-temperature coal tar crude tar acids.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-07-1,"Tar acids, 3,5-xylenol fraction;  Distillate Phenols;  [The fraction of tar acids, rich in 3,5-dimethylphenol, recovered by distillation of low-temperature coal tar acids.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-09-3,"Distillates (coal tar), naphthalene oils, naphthalene-low;  Naphthalene Oil Redistillate;  [A complex combination of hydrocarbons obtained by crystallization of naphthalene oil.  Composed primarily of naphthalene, alkyl naphthalenes and phenolic compounds.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
84989-10-6,"Distillates (coal tar), upper, fluorene-free;  Wash Oil Redistillate;  [A complex combination of hydrocarbons obtained by the crystallization of tar oil. It consists of aromatic polycyclic hydrocarbons, primarily diphenyl, dibenzofuran and acenaphthene.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
84989-11-7,"Distillates (coal tar), upper, fluorene-rich;  Wash Oil Redistillate;  [A complex combination of hydrocarbons obtained by the crystallization of tar oil. It consists af aromatic and polycyclic hydrocarbons primarily fluorene and some acenaphthene.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
84989-12-8,"Extract oils (coal), acidic, tar-base free;  Methylnaphthalene Oil Extract Residue;  [The extract oil boiling in the range of approximately 220°C to 265°C (428°F to 509°F) from coal tar alkaline extract residue produced by an acidic wash such as aqueous sulfuric acid after distillation to remove tar bases.  Composed primarily of alkylnaphthalenes.]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85005-55-6,2-(isononylphenoxy)ethanol,-,-,-,-,-,-,-,-,Endocrine disrupting properties (Article 57(f) - environment),Endocrine disrupting properties (Article 57(f) - environment),-,-,24-September-2024
85029-51-2,"Distillates (coal), coke-oven light oil, naphthalene cut;  Naphthalene Oil;  [The complex combination of hydrocarbons obtained from prefractionation (continuous distillation) of coke oven light oil.  It consists predominantly of naphthalene, coumarone and indene and boils above 148°C (298°F).]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85029-74-9,"Petrolatum (petroleum), alumina-treated;  Petrolatum;  [A complex combination of hydrocarbons obtained when petrolatum is treated with Al2O3 to remove polar components and impurities. It consists predominantly of saturated, crystalline, and liquid hydrocarbons having carbon numbers predominantly greater than C25.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
85116-53-6,"Distillates (petroleum), hydrodesulfurized thermal cracked middle;  Cracked gasoil;  [A complex combination of hydrocarbons obtained by fractionation from hydrodesulfurized themal cracker distillate stocks. It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C11 to C25 and boiling in the range of approximately 205 °C to 400 °C (401 °F to 752 °F).]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
85116-58-1,"Distillates (petroleum), catalytic reformed hydrotreated light, C8-12 arom. fraction;  Low boiling point cat-reformed naphtha;  [A complex combination of alkylbenzenes obtained by the catalytic reforming of petroleum naphtha.  It consists predominantly of alkylbenzenes having carbon numbers predominantly in the range of C8 through C10 and boiling in the range of approximately 160°C to 180°C (320°F to 356°F).]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85116-59-2,"Naphtha (petroleum), catalytic reformed light, arom.-free fraction;  Low boiling point naphtha - unspecified;  [A complex combination of hydrocarbons remaining after removal of aromatic compounds from catalytic reformed light naphtha in a selective absorption process.  It consists predominantly of paraffinic and cyclic compounds having carbon numbers predominantly in the range of C5 to C8 and boiling in the range of approximately 66°C to 121°C (151°F to 250°F).]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85116-60-5,"Naphtha (petroleum), hydrodesulfurized thermal cracked light;  Low boiling point hydrogen treated naphtha;  [A complex combination of hydrocarbons obtained by fractionation of hydrodesulfurized thermal cracker distillate.  It consists predominantly of hydrocarbons having carbon numbers predominantly in the range of C5 to C11 and boiling in the range of approximately 23°C to 195°C (73°F to 383°F).]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85116-61-6,"Naphtha (petroleum), hydrotreated light, cycloalkane-contg.;  Low boiling point hydrogen treated naphtha;  [A complex combination of hydrocarbons obtained from the distillation of a petroleum fraction.  It consists predominantly of alkanes and cycloalkanes boiling in the range of approximately -20°C to 190°C (-4°F to 374°F).]",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85117-03-9,"Gas oils (petroleum), hydrodesulfurized coker heavy vacuum;  Heavy Fuel oil;  [A complex combination of hydrocarbons obtained by hydrodesulfurization of heavy coker distillate stocks, It consists predominantly of hydrocarbons having carbon numbers predominantly in the range C18 to C44 and boiling in the range of approximately 304 °C to 548 °C (579 °F to 1018 °F). Likely to contain 5 % or more of 4- to 6-membered condensed ring aromatic hydrocarbons.]",-,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
85135-77-9,(2-ethylhexanoato-O)(neodecanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85136-74-9,"6-hydroxy-1-(3-isopropoxypropyl)-4-methyl-2-oxo-5-[4-(phenylazo)phenylazo]-1,2-dihydro-3-pyridinecarbonitrile; 3-Pyridinecarbonitrile, 1,2-dihydro-6-hydroxy-4-methyl-1-[3-(1-methylethoxy)propyl]-2-oxo-5-[[4-(phenylazo)phenyl]azo]-",Listed - public,Carcinogenicity 1B H350,Carc. 1B H350,-,-,-,-,-,-,-,-,-,01-July-2020
85153-20-4,"Benzoic acid, 5-[[4'-[[6-amino-5-(1H-benzotriazol-4-ylazo)-1-hydroxy-3-sulfo-2-naphthalenyl]azo]-3,3'-dimethoxy[1,1'-biphenyl]-4-yl]azo]-2-hydroxy-4-methyl-, disodium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,01-July-2020
85166-19-4,(isodecanoato-O)(isooctanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85186-17-0,"Cuprate(4-), [.mu.-[[3,3'-[(3,3'-dihydroxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonato]](8-)]]di-, sodium",Listed - public,Carcinogenicity 1B H350,-,-,-,-,-,-,-,-,-,-,01-July-2020
85188-05-2,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, sulfate (2:1)",Listed - public,Mutagenicity 2 H341; Reproductive toxicity 2 H361d,-,-,-,-,-,-,-,-,-,-,01-July-2020
85203-90-3,"2-Naphthalenol, 1-[[2-methyl-4-[(2-methylphenyl)azo]phenyl]azo]-, ar-styrenated",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
85204-56-4,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, methyl sulfate",Listed - public,Mutagenicity 2 H341; Reproductive toxicity 2 H361d,-,-,-,-,-,-,-,-,-,-,01-July-2020
85292-77-9,"Benzoic acid, 4-(1,1-dimethylethyl)-, lead(2+) salt",Listed - public,Carcinogenicity 2 H351; Mutagenicity 2 H341; Reproductive toxicity 1A H360Df,-,-,-,-,-,-,-,-,-,-,01-July-2020
85305-11-9,"2-Naphthalenesulfonic acid, 7-[[4,6-bis[4-(2-aminoethyl)-1-piperazinyl]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[[4-(phenylazo)phenyl]azo]-, formate (salt, hydrochloride methanesulfonate (salt)",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
85305-12-0,"2-Naphthalenesulfonic acid, 7-[[4,6-bis[4-(2-aminoethyl)-1-piperazinyl]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[[4-(phenylazo)phenyl]azo]-, hydrochloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
85391-79-3,"Stannane, dibutylbis[(1-oxo-9,12-octadecadienyl)oxy]-, (allZ)-",Listed - Public,Reproductive toxicity 1B H360FD; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
85407-90-5,"chrysoidine C10-14-alkyl derivatives;  benzenesulfonic acid, mono-C10-14-alkyl derivatives, compounds with 4-(phenylazo)-1,3-benzenediamine",-,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
85409-17-2,"Stannane, tributyl-, mono(naphthenoyloxy) derivatives.",-,-,-,-,-,Category 1,-,-,-,-,Class II,-,01-July-2020
85422-92-0,Chloroparaffin oils,Listed - public,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
85508-43-6,nickel(II) isodecanoate,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85508-44-7,nickel(II) neodecanoate,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85508-45-8,(2-ethylhexanoato-O)(isononanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85508-46-9,(isononanoato-O)(isooctanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85509-19-9,"flusilazole (ISO);  bis(4-fluorophenyl)(methyl)(1H-1,2,4-triazol-1-ylmethyl)silane",-,Carcinogenicity  2 H351; Reproductive toxicity 1B H360D,Carc. 2 H351; Repr. 1B H360D,-,-,-,-,-,-,-,-,-,01-July-2020
85535-84-8,"alkanes, C10-13, chloro;  chlorinated paraffins, C10-13",Listed - public,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,PBT (Article 57d); vPvB (Article 57e),Class I,-,01-July-2020
85535-85-9,"alkanes, C14-17, chloro",Listed - public,Reproductive toxicity (lactation) H362; Aquatic (chronic) 1 H410,Lact. H362; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85536-17-0,"Solvent naphtha (coal), light;  Light Oil Redistillate, low boiling",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85536-19-2,"Solvent naphtha (coal), coumarone-styrene contg.;  Light Oil Redistillate, intermediate boiling",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85536-20-5,"Solvent naphtha (coal), xylene-styrene cut;  Light Oil Redistillate, intermediate boiling",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
85536-22-7,Chloroalkanes(C=12-14),-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
85551-28-6,(isononanoato-O)(neodecanoato-O)nickel,-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
85681-73-8,Chloroalkanes(C=10-14),-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
85702-74-5,"Stannane, dibutylbis[(1-oxoisooctyl)oxy]-",Listed - Public,Reproductive toxicity 1B H360FD; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
85702-75-6,"Stannane, dibutylbis[(1-oxoisodecyl)oxy]-",Listed - Public,Reproductive toxicity 1B H360FD; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
85828-74-6,"Chromate(2-), [4-[4,5-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulfonato(3-)][1-[[2-hydroxy-5-[(2-methoxyphenyl)azo]phenyl]azo]-2-naphthalenolato(2-)]-, lithium sodium",Listed - Public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,24-September-2024
85954-11-6,"2,2'-((3,3',5,5'-tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane",-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
86290-81-5,Gasoline,Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
86347-14-0,"(RS)-4-[1-(2,3-dimethylphenyl)ethyl]-1H-imidazole; medetomidine",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
86403-32-9,"reaction mass of: 2,2,6,6-tetramethylpiperidin-4-yl-hexadecanoate;  2,2,6,6-tetramethylpiperidin-4-yl-octadecanoate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
86422-57-3,"Benzoic acid, 3,3'-[[3,3'-dimethoxy[1,1'-biphenyl]-4,4'-diyl]bis[azo(8-hydroxy-3,6-disulfo-7,1-naphthalenediyl)imino[6-[(3-methylphenyl)amino]-1,3,5-triazine-4,2-diyl]imino]]bis(6-hydroxy)-, hexasodium salt",Listed - Public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
86437-45-8,"Cuprate(6-), [.mu.-[[3,3'-[[3,3'-dihydroxy[1,1'-biphenyl]-4,4'-diyl]bis[azo[8-hydroxy-3,6-disulfo-7,1-naphthalenediyl]imino[6-[(3-methylphenyl)amino]-1,3,5-triazine-4,2-diyl]imino]]bis(6-hydroxybenzoato)](10-)]]di-, hexasodium",Listed - Public,Carcinogenicity 1B H350,-,-,-,-,-,-,-,-,-,-,24-September-2024
86437-47-0,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-[[4'-[[1-hydroxy-7-(phenylamino)-3-sulfo-2-naphthalenyl]azo]-3,3'-dimethoxy[1,1'-biphenyl]-4-yl]azo]-, trisodium",Listed - Public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
86437-49-2,"Cuprate(3-), [.mu.-[4-[[3,3'-dihydroxy-4'-[[1-hydroxy-7-(phenylamino)-3-sulfo-2-naphthalenyl]azo][1,1'-biphenyl]-4-yl]azo]-3-hydroxy-2,7-naphthalenedisulfonato(7-)]]di-, trisodium",Listed - public,Carcinogenicity 1B H350,-,-,-,-,-,-,-,-,-,-,01-July-2020
86479-06-3,"hexaflumuron (ISO); 1-(3,5-dichloro-4-(1,1,2,2-tetrafluoroethoxy)phenyl)-3-(2,6-difluorobenzoyl)urea",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
86552-32-1,(4-phenylbutyl)phosphinic acid,-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
87237-48-7,haloxyfop-etotyl (ISO);  2-ethoxyethyl 2-(4-(3-chloro-5-trifluoromethyl-2-pyridyloxy)phenoxy)propionate;  haloxyfop-(2-ethoxyethyl),-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
87333-22-0,methyl 2-(acetylamino)-3-chloropropionate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
87392-12-9,S-metolachlor;  reaction mass of (S)-2-chloro-N-(2-ethyl-6-methyl-phenyl)-N-(2-methoxy-1-methyl-ethyl)-acetamide (80-100 %),-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
87553-68-2,"1-Octadecanaminium, N,N-dimethyl-N-octadecyl-, salt with 5-[[3,3'-dichloro-4'-[(2-hydroxy-1-naphthalenyl)azo](1,1'-biphenyl)-4-yl]azo]-6-hydroxy-2-naphthalenesulfonic acid (1:1)",Listed - Public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
87691-88-1,3-(piperazin-1-yl)-benzo[d]isothiazole hydrochloride,-,Reproductive toxicity 2 H361f; Aquatic (chronic) 1 H410,Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
87735-26-0,"3,5,7,9-Tetraoxa-4,8-disila-6-stannaundecane, 6,6-dibutyl-4,4,8,8-tetraethoxy; 6,6-dibutyl-4,4,8,8-tetraethoxy-3,5,7,9-tetraoxa-4,8-disila-6-stannaundecane; silicic acid (H4SiO4), Si,Si'-(dibutylstannylene) Si,Si,Si,Si',Si',Si'-hexaethyl ester
",Listed - Public,Reproductive toxicity 2 H361fd; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
87741-01-3,"Hydrocarbons, C4;  Petroleum gas",-,Carcinogenicity 1B H350; Mutagenicity 1B H340,Carc. 1B H350; Muta. 1B H340,-,-,-,-,-,-,-,-,-,01-July-2020
87820-88-0,tralkoxydim (ISO); 2-(N-ethoxypropanimidoyl)- 3-hydroxy-5-mesitylcyclohex-2-en-1-one,-,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
